title,genre,director,country,year
Западня,"криминальный фильм,нуар,триллер",Андре Де Тот," ,США",1948
Глубокий сон,"детектив,, ,нуар",Говард Хоукс," ,США",1946
Гильда,"мелодрама,-,нуар",Чарльз Видор," ,США",1946
Женская месть,"Фильм нуар,Мелодрама",Золтан Корда," ,США",1948
Город в долине,драма,"Четан Ананд,[1],[2]"," ,Британская Индия",1946
Где-то в ночи,"триллер,нуар",Джозеф Лео Манкевич," ,США",1946
Во имя жизни,драма,"Александр Зархи,Иосиф Хейфиц"," ,СССР",1946
«Глинка»,историко-биографический,Лео Арнштам," ,СССР",1946
Врата ночи,драматический фильм,Марсель Карне," ,Франция",1946
Винтовая лестница,"Фильм нуар,, ,Триллер",Роберт Сиодмак," ,США",1946
В крестьянские руки,"драма,, ,соцреализм",Леонард Бучковский," ,Польша",1946
В горах Югославии,"военный фильм,, ,драма",Абрам Роом," ,СССР",1946
Вердикт,"Фильм нуар, Детектив",Дон Сигел," ,США","1946,6 ноября, ,1946,[1],15 ноября, ,1946,[1],23 ноября, ,1946,[1]"
В тени,"Фильм нуар,Триллер",Джон Стёрджес," ,США",1946
"Извините, ошиблись номером","Фильм нуар,Триллер",Анатоль Литвак," ,США",1948
Бостонский Блэки и закон,"Детективный фильм,Комедия",Д. Росс Ледерман," ,США",1946
Битва на рельсах,Драма,Рене Клеман," ,Франция",1946
Большая жизнь. Вторая серия,Драма,Леонид Луков," ,СССР",1946
Большие надежды,"драма, / ,мелодрама",Дэвид Лин," ,Великобритания",1946
Беспокойное хозяйство,,Михаил Жаров," ,СССР",1946
Барбизонское искушение,комедия,Жан Стелли," ,Франция",1946
Благонадёжный папаша,Драма,Рене Клеман," ,Франция",1946
Бандит,"драма,, ,криминал",Альберто Латтуада," ,Италия",1946
Белый Клык,киноповесть,Александр Згуриди," ,СССР",1946
Бедлам,Фильм ужасов,Марк Робсон," ,США",1946
13-й участок,"криминальный фильм,драма,, ,экранизация",Мартин Фрич," ,Чехословакия",1946
Железный занавес,"пропагандистский фильм,биографический фильм","Уильям Уэллман,[1]"," ,США",1948
Жанна д’Арк,"фильм-биография,драма,исторический фильм,военный фильм",Виктор Флеминг," ,США",1948
